timestamp,intersection,vehicle_count,avg_speed_kmh,congestion_level,weather,temp_c,rain_mm,signal_phase,wait_time_sec
2024-01-07 06:00:00,Sitabuldi_Sq,91,49.6,LOW,Clear,31.3,0,GREEN,53
2024-01-07 06:00:00,Zero_Mile,118,45.5,LOW,Clear,27.4,0,RED,60
2024-01-07 06:00:00,Kasturchand_Park,84,52.9,LOW,Clear,31.1,0,RED,36
2024-01-07 06:00:00,Variety_Sq,113,43.6,LOW,Clear,32.0,0,YELLOW,52
2024-01-07 06:00:00,LIC_Sq,68,51.7,LOW,Clouds,30.3,0,GREEN,38
2024-01-07 06:00:00,Empress_Mall_Sq,177,36.4,MEDIUM,Clouds,27.6,0,RED,91
2024-01-07 07:00:00,Sitabuldi_Sq,176,30.9,MEDIUM,Clear,28.4,0,YELLOW,66
2024-01-07 07:00:00,Zero_Mile,217,25.0,HIGH,Clear,26.6,0,GREEN,76
2024-01-07 07:00:00,Kasturchand_Park,184,30.5,MEDIUM,Clouds,29.0,0,GREEN,94
2024-01-07 07:00:00,Variety_Sq,176,27.7,MEDIUM,Clear,28.6,0,RED,79
2024-01-07 07:00:00,LIC_Sq,214,29.9,HIGH,Clear,29.7,0,RED,98
2024-01-07 07:00:00,Empress_Mall_Sq,199,33.4,MEDIUM,Clear,27.5,0,YELLOW,90
2024-01-07 08:00:00,Sitabuldi_Sq,249,20.7,HIGH,Clear,33.1,0,GREEN,118
2024-01-07 08:00:00,Zero_Mile,147,42.3,MEDIUM,Clear,29.6,0,GREEN,62
2024-01-07 08:00:00,Kasturchand_Park,137,39.2,MEDIUM,Clear,30.9,0,YELLOW,48
2024-01-07 08:00:00,Variety_Sq,185,28.6,MEDIUM,Clear,28.0,0,RED,74
2024-01-07 08:00:00,LIC_Sq,211,24.9,HIGH,Clear,27.8,0,RED,97
2024-01-07 08:00:00,Empress_Mall_Sq,184,29.0,MEDIUM,Clouds,31.7,0.35,RED,77
2024-01-07 09:00:00,Sitabuldi_Sq,223,24.7,HIGH,Clear,30.4,0,GREEN,102
2024-01-07 09:00:00,Zero_Mile,194,29.5,MEDIUM,Clear,28.4,0.43,YELLOW,67
2024-01-07 09:00:00,Kasturchand_Park,201,25.7,HIGH,Clear,28.8,0,YELLOW,90
2024-01-07 09:00:00,Variety_Sq,141,42.1,MEDIUM,Clear,29.4,0,YELLOW,59
2024-01-07 09:00:00,LIC_Sq,204,24.2,HIGH,Clouds,29.9,0,YELLOW,99
2024-01-07 09:00:00,Empress_Mall_Sq,222,20.7,HIGH,Clouds,30.4,0,YELLOW,89
2024-01-07 10:00:00,Sitabuldi_Sq,54,56.5,LOW,Clouds,29.0,0,RED,19
2024-01-07 10:00:00,Zero_Mile,70,56.2,LOW,Clouds,27.0,0,RED,29
2024-01-07 10:00:00,Kasturchand_Park,44,57.0,LOW,Clouds,28.1,0,YELLOW,12
2024-01-07 10:00:00,Variety_Sq,20,62.9,LOW,Clear,29.2,0,YELLOW,10
2024-01-07 10:00:00,LIC_Sq,20,61.4,LOW,Clear,31.1,0,YELLOW,5
2024-01-07 10:00:00,Empress_Mall_Sq,130,36.4,MEDIUM,Clouds,32.0,0,YELLOW,51
2024-01-07 11:00:00,Sitabuldi_Sq,84,48.9,LOW,Clear,27.5,0,GREEN,39
2024-01-07 11:00:00,Zero_Mile,65,54.6,LOW,Clouds,27.7,0,GREEN,26
2024-01-07 11:00:00,Kasturchand_Park,50,57.5,LOW,Clear,29.9,0,RED,10
2024-01-07 11:00:00,Variety_Sq,89,43.2,LOW,Clouds,31.1,0,RED,57
2024-01-07 11:00:00,LIC_Sq,90,47.8,LOW,Clear,28.0,0,GREEN,38
2024-01-07 11:00:00,Empress_Mall_Sq,78,50.0,LOW,Rain,30.6,1.02,YELLOW,29
2024-01-07 12:00:00,Sitabuldi_Sq,68,51.7,LOW,Clouds,32.0,0,YELLOW,28
2024-01-07 12:00:00,Zero_Mile,20,59.4,LOW,Clear,26.8,0,YELLOW,5
2024-01-07 12:00:00,Kasturchand_Park,78,54.9,LOW,Clear,31.6,0,GREEN,22
2024-01-07 12:00:00,Variety_Sq,120,45.3,LOW,Clear,28.5,0.09,YELLOW,61
2024-01-07 12:00:00,LIC_Sq,124,44.0,MEDIUM,Clear,28.7,0,GREEN,51
2024-01-07 12:00:00,Empress_Mall_Sq,158,35.2,MEDIUM,Clear,30.8,0,GREEN,67
2024-01-07 13:00:00,Sitabuldi_Sq,24,55.5,LOW,Clouds,32.2,0,YELLOW,14
2024-01-07 13:00:00,Zero_Mile,81,54.2,LOW,Clear,27.2,0,GREEN,59
2024-01-07 13:00:00,Kasturchand_Park,49,55.7,LOW,Clear,28.8,0,RED,22
2024-01-07 13:00:00,Variety_Sq,48,63.0,LOW,Clouds,29.1,0,RED,13
2024-01-07 13:00:00,LIC_Sq,22,56.5,LOW,Clear,29.2,0,RED,20
2024-01-07 13:00:00,Empress_Mall_Sq,20,60.8,LOW,Clear,24.5,0,GREEN,13
2024-01-07 14:00:00,Sitabuldi_Sq,68,51.6,LOW,Clear,26.8,0,RED,36
2024-01-07 14:00:00,Zero_Mile,20,59.7,LOW,Clouds,25.8,0,GREEN,5
2024-01-07 14:00:00,Kasturchand_Park,97,44.1,LOW,Clouds,30.7,0,YELLOW,50
2024-01-07 14:00:00,Variety_Sq,118,44.2,LOW,Clear,25.2,0,YELLOW,48
2024-01-07 14:00:00,LIC_Sq,119,44.8,LOW,Clear,29.9,0,RED,52
2024-01-07 14:00:00,Empress_Mall_Sq,94,50.6,LOW,Clear,32.8,0,YELLOW,46
2024-01-07 15:00:00,Sitabuldi_Sq,174,31.1,MEDIUM,Clear,26.8,0,GREEN,83
2024-01-07 15:00:00,Zero_Mile,136,44.5,MEDIUM,Clouds,29.9,0,YELLOW,67
2024-01-07 15:00:00,Kasturchand_Park,71,55.8,LOW,Clear,31.2,0,GREEN,17
2024-01-07 15:00:00,Variety_Sq,95,48.2,LOW,Clear,30.4,0,RED,41
2024-01-07 15:00:00,LIC_Sq,143,43.3,MEDIUM,Clear,31.9,0,RED,61
2024-01-07 15:00:00,Empress_Mall_Sq,136,42.8,MEDIUM,Clear,32.2,0.36,GREEN,60
2024-01-07 16:00:00,Sitabuldi_Sq,159,39.7,MEDIUM,Clear,28.8,0.02,YELLOW,66
2024-01-07 16:00:00,Zero_Mile,143,36.9,MEDIUM,Clouds,30.4,0,GREEN,61
2024-01-07 16:00:00,Kasturchand_Park,196,27.0,MEDIUM,Clear,29.4,0,GREEN,93
2024-01-07 16:00:00,Variety_Sq,141,43.2,MEDIUM,Clear,29.1,0,YELLOW,60
2024-01-07 16:00:00,LIC_Sq,182,34.1,MEDIUM,Clear,29.4,0,GREEN,75
2024-01-07 16:00:00,Empress_Mall_Sq,239,20.5,HIGH,Clouds,31.3,0.11,RED,109
2024-01-07 17:00:00,Sitabuldi_Sq,199,22.3,MEDIUM,Clear,28.2,0,RED,109
2024-01-07 17:00:00,Zero_Mile,158,36.2,MEDIUM,Clear,30.7,0,YELLOW,85
2024-01-07 17:00:00,Kasturchand_Park,236,19.0,HIGH,Clouds,29.2,0,YELLOW,113
2024-01-07 17:00:00,Variety_Sq,207,26.3,HIGH,Clear,29.2,0,YELLOW,65
2024-01-07 17:00:00,LIC_Sq,244,17.6,HIGH,Clear,29.2,0,RED,112
2024-01-07 17:00:00,Empress_Mall_Sq,213,27.4,HIGH,Clouds,30.1,0,YELLOW,106
2024-01-07 18:00:00,Sitabuldi_Sq,167,35.2,MEDIUM,Clouds,29.0,0,RED,81
2024-01-07 18:00:00,Zero_Mile,186,28.7,MEDIUM,Clear,25.3,0,YELLOW,69
2024-01-07 18:00:00,Kasturchand_Park,218,25.1,HIGH,Clear,28.8,0,RED,100
2024-01-07 18:00:00,Variety_Sq,105,48.2,LOW,Clear,28.9,0,RED,46
2024-01-07 18:00:00,LIC_Sq,171,38.6,MEDIUM,Clouds,28.5,0,GREEN,51
2024-01-07 18:00:00,Empress_Mall_Sq,211,24.7,HIGH,Clear,30.0,0,GREEN,79
2024-01-07 19:00:00,Sitabuldi_Sq,180,33.7,MEDIUM,Clear,32.9,0,RED,90
2024-01-07 19:00:00,Zero_Mile,260,13.7,HIGH,Clouds,25.1,0,RED,122
2024-01-07 19:00:00,Kasturchand_Park,139,43.3,MEDIUM,Clouds,27.5,0,RED,58
2024-01-07 19:00:00,Variety_Sq,220,28.0,HIGH,Clear,27.5,0,YELLOW,99
2024-01-07 19:00:00,LIC_Sq,128,43.6,MEDIUM,Clear,31.6,0,YELLOW,55
2024-01-07 19:00:00,Empress_Mall_Sq,191,29.0,MEDIUM,Clouds,26.2,0,RED,86
2024-01-07 20:00:00,Sitabuldi_Sq,141,42.2,MEDIUM,Clear,27.2,0,GREEN,90
2024-01-07 20:00:00,Zero_Mile,44,56.7,LOW,Clouds,29.8,0.06,YELLOW,15
2024-01-07 20:00:00,Kasturchand_Park,86,48.5,LOW,Clear,25.4,0,YELLOW,38
2024-01-07 20:00:00,Variety_Sq,70,51.4,LOW,Clear,28.0,0,RED,49
2024-01-07 20:00:00,LIC_Sq,118,41.9,LOW,Clear,32.0,0,GREEN,56
2024-01-07 20:00:00,Empress_Mall_Sq,43,57.6,LOW,Clouds,29.8,0,GREEN,14
2024-01-07 21:00:00,Sitabuldi_Sq,40,59.3,LOW,Clear,29.1,0,YELLOW,10
2024-01-07 21:00:00,Zero_Mile,20,58.6,LOW,Clear,27.7,0,YELLOW,5
2024-01-07 21:00:00,Kasturchand_Park,123,40.4,MEDIUM,Clear,25.8,0.21,YELLOW,60
2024-01-07 21:00:00,Variety_Sq,155,36.0,MEDIUM,Clear,29.8,0,YELLOW,83
2024-01-07 21:00:00,LIC_Sq,109,42.5,LOW,Clear,32.0,0.44,YELLOW,65
2024-01-07 21:00:00,Empress_Mall_Sq,135,38.4,MEDIUM,Clear,24.1,0,YELLOW,54
2024-01-07 22:00:00,Sitabuldi_Sq,64,54.9,LOW,Clouds,27.3,0,RED,34
2024-01-07 22:00:00,Zero_Mile,43,60.1,LOW,Clear,26.4,0,RED,16
2024-01-07 22:00:00,Kasturchand_Park,122,38.2,MEDIUM,Clear,28.8,0,GREEN,59
2024-01-07 22:00:00,Variety_Sq,56,51.8,LOW,Clouds,28.7,0,RED,33
2024-01-07 22:00:00,LIC_Sq,52,58.7,LOW,Clear,30.9,0,YELLOW,17
2024-01-07 22:00:00,Empress_Mall_Sq,87,50.3,LOW,Clouds,30.7,0,YELLOW,46
2024-01-07 23:00:00,Sitabuldi_Sq,58,57.4,LOW,Clear,26.5,0,RED,24
2024-01-07 23:00:00,Zero_Mile,38,60.4,LOW,Clear,26.4,0,YELLOW,23
2024-01-07 23:00:00,Kasturchand_Park,20,62.6,LOW,Clouds,32.0,0,RED,9
2024-01-07 23:00:00,Variety_Sq,111,46.9,LOW,Clouds,30.7,0,GREEN,49
2024-01-07 23:00:00,LIC_Sq,58,56.4,LOW,Clear,28.5,0,GREEN,20
2024-01-07 23:00:00,Empress_Mall_Sq,67,54.2,LOW,Clear,29.4,0,RED,42
2024-01-08 00:00:00,Sitabuldi_Sq,128,36.9,MEDIUM,Clear,25.2,0,YELLOW,50
2024-01-08 00:00:00,Zero_Mile,89,44.9,LOW,Clear,31.1,0,GREEN,35
2024-01-08 00:00:00,Kasturchand_Park,188,30.3,MEDIUM,Clear,26.1,0,GREEN,78
2024-01-08 00:00:00,Variety_Sq,118,48.3,LOW,Clouds,26.0,0,YELLOW,42
2024-01-08 00:00:00,LIC_Sq,137,41.5,MEDIUM,Clear,28.4,0,RED,66
2024-01-08 00:00:00,Empress_Mall_Sq,138,40.2,MEDIUM,Clear,29.0,0,RED,60
2024-01-08 01:00:00,Sitabuldi_Sq,143,35.8,MEDIUM,Clear,31.6,0,RED,74
2024-01-08 01:00:00,Zero_Mile,174,34.1,MEDIUM,Clear,28.1,0,YELLOW,98
2024-01-08 01:00:00,Kasturchand_Park,61,54.8,LOW,Clear,27.4,0.04,GREEN,28
2024-01-08 01:00:00,Variety_Sq,149,39.5,MEDIUM,Clear,30.4,0,YELLOW,59
2024-01-08 01:00:00,LIC_Sq,71,56.2,LOW,Clear,30.2,0,RED,23
2024-01-08 01:00:00,Empress_Mall_Sq,115,47.8,LOW,Clear,27.2,0,RED,48
2024-01-08 02:00:00,Sitabuldi_Sq,153,40.8,MEDIUM,Clear,27.6,0,YELLOW,77
2024-01-08 02:00:00,Zero_Mile,133,36.8,MEDIUM,Clear,27.8,0,GREEN,40
2024-01-08 02:00:00,Kasturchand_Park,132,40.4,MEDIUM,Clear,27.3,0,YELLOW,57
2024-01-08 02:00:00,Variety_Sq,152,37.5,MEDIUM,Clear,31.3,0,GREEN,75
2024-01-08 02:00:00,LIC_Sq,203,29.4,HIGH,Clear,27.7,0,RED,89
2024-01-08 02:00:00,Empress_Mall_Sq,139,39.9,MEDIUM,Clear,31.0,0,GREEN,66
2024-01-08 03:00:00,Sitabuldi_Sq,123,35.7,MEDIUM,Clear,26.7,0.21,YELLOW,56
2024-01-08 03:00:00,Zero_Mile,185,25.9,MEDIUM,Clear,27.5,0,RED,75
2024-01-08 03:00:00,Kasturchand_Park,99,44.4,LOW,Clouds,26.0,0,GREEN,32
2024-01-08 03:00:00,Variety_Sq,165,33.4,MEDIUM,Clear,31.5,0,RED,87
2024-01-08 03:00:00,LIC_Sq,156,37.9,MEDIUM,Clear,29.6,0,YELLOW,61
2024-01-08 03:00:00,Empress_Mall_Sq,132,38.1,MEDIUM,Clear,30.7,0,RED,47
2024-01-08 04:00:00,Sitabuldi_Sq,91,45.9,LOW,Clear,24.7,0,RED,47
2024-01-08 04:00:00,Zero_Mile,160,35.8,MEDIUM,Clear,28.2,0,RED,77
2024-01-08 04:00:00,Kasturchand_Park,138,41.9,MEDIUM,Clear,29.4,0,GREEN,76
2024-01-08 04:00:00,Variety_Sq,173,36.7,MEDIUM,Clear,31.0,0.28,RED,85
2024-01-08 04:00:00,LIC_Sq,117,44.6,LOW,Clear,31.4,0,RED,66
2024-01-08 04:00:00,Empress_Mall_Sq,141,38.3,MEDIUM,Clear,30.2,0,YELLOW,70
2024-01-08 05:00:00,Sitabuldi_Sq,89,47.8,LOW,Clear,31.2,0,GREEN,49
2024-01-08 05:00:00,Zero_Mile,54,55.5,LOW,Clear,26.8,0,RED,5
2024-01-08 05:00:00,Kasturchand_Park,145,42.5,MEDIUM,Clear,30.7,0,GREEN,72
2024-01-08 05:00:00,Variety_Sq,98,53.4,LOW,Clear,28.1,0,YELLOW,54
2024-01-08 05:00:00,LIC_Sq,73,48.3,LOW,Clear,26.7,0,YELLOW,30
2024-01-08 05:00:00,Empress_Mall_Sq,106,41.0,LOW,Clear,28.3,0,GREEN,47
2024-01-08 06:00:00,Sitabuldi_Sq,72,57.2,LOW,Clouds,32.4,0,YELLOW,34
2024-01-08 06:00:00,Zero_Mile,90,50.9,LOW,Clear,27.0,0,RED,38
2024-01-08 06:00:00,Kasturchand_Park,125,42.0,MEDIUM,Clear,27.3,0,RED,60
2024-01-08 06:00:00,Variety_Sq,213,31.2,HIGH,Clear,27.6,0,GREEN,93
2024-01-08 06:00:00,LIC_Sq,105,49.0,LOW,Clouds,30.5,0,GREEN,59
2024-01-08 06:00:00,Empress_Mall_Sq,114,45.8,LOW,Clear,31.8,0,GREEN,67
2024-01-08 07:00:00,Sitabuldi_Sq,308,10.3,CRITICAL,Clear,28.0,0,GREEN,134
2024-01-08 07:00:00,Zero_Mile,275,18.1,HIGH,Clear,28.5,0,YELLOW,125
2024-01-08 07:00:00,Kasturchand_Park,275,19.9,HIGH,Clear,28.5,0,RED,125
2024-01-08 07:00:00,Variety_Sq,246,15.2,HIGH,Clear,30.5,0,GREEN,118
2024-01-08 07:00:00,LIC_Sq,318,8.5,CRITICAL,Clear,26.8,0,RED,142
2024-01-08 07:00:00,Empress_Mall_Sq,280,18.7,HIGH,Clouds,28.5,0,RED,146
2024-01-08 08:00:00,Sitabuldi_Sq,313,5,CRITICAL,Clear,27.0,0,YELLOW,131
2024-01-08 08:00:00,Zero_Mile,240,21.5,HIGH,Clouds,30.4,0,GREEN,121
2024-01-08 08:00:00,Kasturchand_Park,313,6.9,CRITICAL,Clouds,21.9,0,YELLOW,122
2024-01-08 08:00:00,Variety_Sq,277,19.2,HIGH,Clear,28.2,0,RED,122
2024-01-08 08:00:00,LIC_Sq,338,5,CRITICAL,Clouds,31.1,0,GREEN,146
2024-01-08 08:00:00,Empress_Mall_Sq,226,24.1,HIGH,Clear,29.1,0.29,RED,112
2024-01-08 09:00:00,Sitabuldi_Sq,283,10.3,CRITICAL,Clouds,29.9,0,YELLOW,134
2024-01-08 09:00:00,Zero_Mile,228,29.7,HIGH,Clear,32.9,0,YELLOW,88
2024-01-08 09:00:00,Kasturchand_Park,329,7.3,CRITICAL,Clouds,29.1,0,RED,164
2024-01-08 09:00:00,Variety_Sq,283,12.1,CRITICAL,Clear,26.4,0,GREEN,114
2024-01-08 09:00:00,LIC_Sq,228,24.3,HIGH,Clouds,31.5,0,GREEN,115
2024-01-08 09:00:00,Empress_Mall_Sq,244,29.7,HIGH,Clouds,29.5,0,GREEN,107
2024-01-08 10:00:00,Sitabuldi_Sq,166,30.9,MEDIUM,Clear,28.3,0,GREEN,71
2024-01-08 10:00:00,Zero_Mile,114,44.4,LOW,Clear,28.2,0,RED,63
2024-01-08 10:00:00,Kasturchand_Park,76,52.9,LOW,Clear,32.0,0,YELLOW,26
2024-01-08 10:00:00,Variety_Sq,113,44.8,LOW,Clear,29.1,0,RED,39
2024-01-08 10:00:00,LIC_Sq,56,46.0,LOW,Clear,31.9,0,GREEN,15
2024-01-08 10:00:00,Empress_Mall_Sq,127,43.7,MEDIUM,Clear,28.3,0,GREEN,56
2024-01-08 11:00:00,Sitabuldi_Sq,121,40.1,MEDIUM,Clear,32.8,0,GREEN,56
2024-01-08 11:00:00,Zero_Mile,180,34.3,MEDIUM,Clouds,28.5,0,RED,79
2024-01-08 11:00:00,Kasturchand_Park,113,46.1,LOW,Clear,26.7,0,GREEN,50
2024-01-08 11:00:00,Variety_Sq,139,45.5,MEDIUM,Clear,28.2,0,YELLOW,62
2024-01-08 11:00:00,LIC_Sq,135,37.0,MEDIUM,Clear,26.9,0,GREEN,63
2024-01-08 11:00:00,Empress_Mall_Sq,127,37.6,MEDIUM,Clear,32.1,0,GREEN,73
2024-01-08 12:00:00,Sitabuldi_Sq,147,37.2,MEDIUM,Clouds,31.9,0,RED,54
2024-01-08 12:00:00,Zero_Mile,74,54.1,LOW,Clear,25.8,0,RED,43
2024-01-08 12:00:00,Kasturchand_Park,66,56.7,LOW,Clear,31.2,0,GREEN,20
2024-01-08 12:00:00,Variety_Sq,85,50.5,LOW,Clouds,29.5,0,GREEN,42
2024-01-08 12:00:00,LIC_Sq,137,39.5,MEDIUM,Clear,27.3,0,GREEN,61
2024-01-08 12:00:00,Empress_Mall_Sq,123,48.2,MEDIUM,Clear,30.8,0,RED,58
2024-01-08 13:00:00,Sitabuldi_Sq,88,54.9,LOW,Clear,29.4,0,RED,34
2024-01-08 13:00:00,Zero_Mile,167,34.3,MEDIUM,Clear,28.6,0,YELLOW,70
2024-01-08 13:00:00,Kasturchand_Park,146,36.3,MEDIUM,Clear,29.7,0,RED,71
2024-01-08 13:00:00,Variety_Sq,136,43.7,MEDIUM,Clear,28.4,0,YELLOW,50
2024-01-08 13:00:00,LIC_Sq,173,32.9,MEDIUM,Clear,28.2,0,GREEN,80
2024-01-08 13:00:00,Empress_Mall_Sq,30,59.8,LOW,Clouds,27.2,0,RED,5
2024-01-08 14:00:00,Sitabuldi_Sq,110,37.8,LOW,Clouds,27.6,0,GREEN,63
2024-01-08 14:00:00,Zero_Mile,109,46.3,LOW,Clouds,30.2,0,YELLOW,49
2024-01-08 14:00:00,Kasturchand_Park,152,36.2,MEDIUM,Clouds,30.5,0,RED,67
2024-01-08 14:00:00,Variety_Sq,112,42.2,LOW,Clear,28.0,0,YELLOW,52
2024-01-08 14:00:00,LIC_Sq,115,47.1,LOW,Clear,31.4,0,RED,54
2024-01-08 14:00:00,Empress_Mall_Sq,162,37.5,MEDIUM,Clear,26.5,0,YELLOW,93
2024-01-08 15:00:00,Sitabuldi_Sq,118,45.3,LOW,Clear,29.6,0,RED,56
2024-01-08 15:00:00,Zero_Mile,156,35.6,MEDIUM,Clear,31.1,0,YELLOW,71
2024-01-08 15:00:00,Kasturchand_Park,66,52.7,LOW,Clear,30.3,0,YELLOW,28
2024-01-08 15:00:00,Variety_Sq,140,45.9,MEDIUM,Clouds,28.4,0,GREEN,48
2024-01-08 15:00:00,LIC_Sq,130,43.1,MEDIUM,Clear,30.9,0,GREEN,49
2024-01-08 15:00:00,Empress_Mall_Sq,154,36.0,MEDIUM,Clear,30.9,0,RED,61
2024-01-08 16:00:00,Sitabuldi_Sq,311,5.6,CRITICAL,Clouds,26.5,0,GREEN,148
2024-01-08 16:00:00,Zero_Mile,283,12.0,CRITICAL,Clear,30.2,0,YELLOW,136
2024-01-08 16:00:00,Kasturchand_Park,294,16.4,CRITICAL,Clear,30.9,0,YELLOW,132
2024-01-08 16:00:00,Variety_Sq,321,5,CRITICAL,Clear,27.7,0,RED,147
2024-01-08 16:00:00,LIC_Sq,277,18.3,HIGH,Clouds,29.5,0,YELLOW,131
2024-01-08 16:00:00,Empress_Mall_Sq,290,8.5,CRITICAL,Clear,29.0,0,GREEN,133
2024-01-08 17:00:00,Sitabuldi_Sq,318,5.2,CRITICAL,Clouds,28.7,0,RED,142
2024-01-08 17:00:00,Zero_Mile,241,23.1,HIGH,Clear,31.7,0.49,RED,95
2024-01-08 17:00:00,Kasturchand_Park,343,5,CRITICAL,Clear,30.7,0,YELLOW,138
2024-01-08 17:00:00,Variety_Sq,310,8.7,CRITICAL,Clear,25.8,0,GREEN,114
2024-01-08 17:00:00,LIC_Sq,319,12.5,CRITICAL,Clear,26.8,0,YELLOW,145
2024-01-08 17:00:00,Empress_Mall_Sq,324,5,CRITICAL,Clear,32.5,0,RED,155
2024-01-08 18:00:00,Sitabuldi_Sq,320,10.6,CRITICAL,Clouds,27.4,0,YELLOW,140
2024-01-08 18:00:00,Zero_Mile,382,5,CRITICAL,Clear,30.1,0,RED,164
2024-01-08 18:00:00,Kasturchand_Park,314,5,CRITICAL,Clouds,28.4,0,GREEN,153
2024-01-08 18:00:00,Variety_Sq,366,5.2,CRITICAL,Clear,27.8,0,RED,177
2024-01-08 18:00:00,LIC_Sq,336,5,CRITICAL,Clouds,27.3,0,YELLOW,159
2024-01-08 18:00:00,Empress_Mall_Sq,365,5,CRITICAL,Clouds,28.8,0,YELLOW,170
2024-01-08 19:00:00,Sitabuldi_Sq,302,10.2,CRITICAL,Clouds,30.6,0,RED,156
2024-01-08 19:00:00,Zero_Mile,301,9.9,CRITICAL,Clear,31.5,0,RED,139
2024-01-08 19:00:00,Kasturchand_Park,216,31.8,HIGH,Clear,30.6,0,GREEN,104
2024-01-08 19:00:00,Variety_Sq,328,7.4,CRITICAL,Clear,26.3,0,RED,154
2024-01-08 19:00:00,LIC_Sq,269,14.7,HIGH,Clouds,28.6,0,GREEN,130
2024-01-08 19:00:00,Empress_Mall_Sq,325,5,CRITICAL,Clear,28.5,0,RED,131
2024-01-08 20:00:00,Sitabuldi_Sq,89,44.9,LOW,Clear,25.6,0,GREEN,42
2024-01-08 20:00:00,Zero_Mile,81,48.8,LOW,Clear,29.8,0,YELLOW,25
2024-01-08 20:00:00,Kasturchand_Park,158,33.8,MEDIUM,Clouds,28.4,0,YELLOW,76
2024-01-08 20:00:00,Variety_Sq,96,43.4,LOW,Clear,28.5,0,RED,21
2024-01-08 20:00:00,LIC_Sq,170,34.2,MEDIUM,Clear,30.0,0,RED,71
2024-01-08 20:00:00,Empress_Mall_Sq,158,36.8,MEDIUM,Clear,29.8,0,RED,59
2024-01-08 21:00:00,Sitabuldi_Sq,118,37.9,LOW,Clear,29.0,0.04,RED,45
2024-01-08 21:00:00,Zero_Mile,178,31.8,MEDIUM,Clear,29.4,0,RED,69
2024-01-08 21:00:00,Kasturchand_Park,137,41.3,MEDIUM,Clear,28.2,0.34,RED,66
2024-01-08 21:00:00,Variety_Sq,149,42.1,MEDIUM,Clouds,30.8,0,YELLOW,67
2024-01-08 21:00:00,LIC_Sq,178,33.9,MEDIUM,Clear,29.9,0,YELLOW,95
2024-01-08 21:00:00,Empress_Mall_Sq,89,45.2,LOW,Clear,31.6,0,GREEN,49
2024-01-08 22:00:00,Sitabuldi_Sq,129,36.7,MEDIUM,Clouds,30.9,0,RED,53
2024-01-08 22:00:00,Zero_Mile,126,42.4,MEDIUM,Clear,30.5,0,YELLOW,72
2024-01-08 22:00:00,Kasturchand_Park,163,36.6,MEDIUM,Clouds,30.3,0,GREEN,67
2024-01-08 22:00:00,Variety_Sq,165,30.3,MEDIUM,Clear,25.9,0,RED,74
2024-01-08 22:00:00,LIC_Sq,138,41.6,MEDIUM,Clear,31.0,0,RED,58
2024-01-08 22:00:00,Empress_Mall_Sq,123,41.2,MEDIUM,Clear,27.6,0.08,GREEN,63
2024-01-08 23:00:00,Sitabuldi_Sq,103,41.3,LOW,Clouds,31.5,0,RED,40
2024-01-08 23:00:00,Zero_Mile,181,31.9,MEDIUM,Clear,26.9,0,YELLOW,57
2024-01-08 23:00:00,Kasturchand_Park,124,38.1,MEDIUM,Clouds,32.1,0,YELLOW,65
2024-01-08 23:00:00,Variety_Sq,97,46.2,LOW,Clear,28.1,0,GREEN,45
2024-01-08 23:00:00,LIC_Sq,175,31.7,MEDIUM,Clear,32.3,0,RED,87
2024-01-08 23:00:00,Empress_Mall_Sq,134,41.7,MEDIUM,Clouds,31.1,0,RED,55
2024-01-09 00:00:00,Sitabuldi_Sq,20,61.2,LOW,Clear,27.6,0,RED,9
2024-01-09 00:00:00,Zero_Mile,71,50.7,LOW,Clouds,28.0,0.26,YELLOW,24
2024-01-09 00:00:00,Kasturchand_Park,204,30.5,HIGH,Clouds,33.0,0,RED,90
2024-01-09 00:00:00,Variety_Sq,94,47.8,LOW,Clear,28.9,0,GREEN,39
2024-01-09 00:00:00,LIC_Sq,105,44.9,LOW,Clear,29.6,0,GREEN,51
2024-01-09 00:00:00,Empress_Mall_Sq,121,44.4,MEDIUM,Clouds,29.1,0,GREEN,45
2024-01-09 01:00:00,Sitabuldi_Sq,93,46.7,LOW,Clear,24.7,0,RED,29
2024-01-09 01:00:00,Zero_Mile,213,30.5,HIGH,Clear,28.4,0,YELLOW,99
2024-01-09 01:00:00,Kasturchand_Park,98,48.1,LOW,Clear,31.6,0,GREEN,40
2024-01-09 01:00:00,Variety_Sq,125,35.7,MEDIUM,Clouds,28.4,0,RED,53
2024-01-09 01:00:00,LIC_Sq,108,47.9,LOW,Clear,27.3,0,GREEN,44
2024-01-09 01:00:00,Empress_Mall_Sq,134,42.5,MEDIUM,Clear,31.7,0,RED,61
2024-01-09 02:00:00,Sitabuldi_Sq,218,22.8,HIGH,Clear,27.8,0,RED,106
2024-01-09 02:00:00,Zero_Mile,213,20.5,HIGH,Clear,32.7,0,RED,112
2024-01-09 02:00:00,Kasturchand_Park,128,37.0,MEDIUM,Clear,27.5,0,GREEN,70
2024-01-09 02:00:00,Variety_Sq,66,47.6,LOW,Clear,29.2,0,YELLOW,19
2024-01-09 02:00:00,LIC_Sq,75,50.6,LOW,Clear,28.4,0,YELLOW,38
2024-01-09 02:00:00,Empress_Mall_Sq,144,44.6,MEDIUM,Clear,28.2,0.09,RED,50
2024-01-09 03:00:00,Sitabuldi_Sq,90,41.0,LOW,Clouds,33.2,0,RED,51
2024-01-09 03:00:00,Zero_Mile,119,46.1,LOW,Clear,32.2,0,RED,50
